,faculty_name,publications,adjusted,university_name,faculty_home_page,dblp,faculty_areaname
141,Ronald Rosenfeld,5.0,0.9,Carnegie Mellon University,http://www.cs.cmu.edu/~roni,https://dblp.org/pers/hd/r/Rosenfeld:Ronald,hci
142,Alan M Frieze,4.0,1.8,Carnegie Mellon University,https://www.math.cmu.edu/~af1p,https://dblp.org/pers/hd/f/Frieze:Alan_M%3D,theory
143,David Garlan,4.0,1.0,Carnegie Mellon University,https://www.cs.cmu.edu/~garlan,https://dblp.org/pers/hd/g/Garlan:David,se
144,Mahadev Satyanarayanan,4.0,0.9,Carnegie Mellon University,https://www.cs.cmu.edu/~satya,https://dblp.org/pers/hd/s/Satyanarayanan:Mahadev,mobile
145,Daniel P Siewiorek,4.0,0.9,Carnegie Mellon University,https://www.cs.cmu.edu/~dps,https://dblp.org/pers/hd/s/Siewiorek:Daniel_P%3D,hci
146,Vincent Aleven,3.0,0.8,Carnegie Mellon University,http://www.cs.cmu.edu/~./aleven,https://dblp.org/pers/hd/a/Aleven:Vincent,hci
147,Travis D Breaux,3.0,0.5,Carnegie Mellon University,https://www.cs.cmu.edu/~breaux,https://dblp.org/pers/hd/b/Breaux:Travis_D%3D,se
148,Justine Cassell,3.0,0.8,Carnegie Mellon University,https://www.hcii.cmu.edu/people/justine-cassell,https://dblp.org/pers/hd/c/Cassell:Justine,unknown
149,Tai Sing Lee,3.0,0.7,Carnegie Mellon University,http://www.cnbc.cmu.edu/~tai,https://dblp.org/pers/hd/l/Lee:Tai_Sing,ml
150,Gary K. Fedder,2.0,0.4,Carnegie Mellon University,https://users.ece.cmu.edu/~fedder,https://dblp.org/pers/hd/f/Fedder:Gary_K%3D,unknown
151,Seth Copen Goldstein,2.0,0.5,Carnegie Mellon University,http://www.cs.cmu.edu/~seth,https://dblp.org/pers/hd/g/Goldstein:Seth_Copen,robotics
152,Seyoung Kim,2.0,1.0,Carnegie Mellon University,http://www.cs.cmu.edu/~sssykim,https://dblp.org/pers/hd/k/Kim:Seyoung,ml
153,Christopher J Langmead,2.0,0.6,Carnegie Mellon University,http://www.cs.cmu.edu/~cjl,https://dblp.org/pers/hd/l/Langmead:Christopher_J%3D,comp
153,Christopher J Langmead,2.0,0.6,Carnegie Mellon University,http://www.cs.cmu.edu/~cjl,https://dblp.org/pers/hd/l/Langmead:Christopher_J%3D,bio
154,Heather Miller,2.0,0.3,Carnegie Mellon University,http://heather.miller.am,https://dblp.org/pers/hd/m/Miller:Heather,unknown
155,Robert F Murphy,2.0,0.6,Carnegie Mellon University,http://murphylab.web.cmu.edu,https://dblp.org/pers/hd/m/Murphy:Robert_F%3D,comp
155,Robert F Murphy,2.0,0.6,Carnegie Mellon University,http://murphylab.web.cmu.edu,https://dblp.org/pers/hd/m/Murphy:Robert_F%3D,bio
156,Frank Pfenning,2.0,0.7,Carnegie Mellon University,http://www.cs.cmu.edu/~fp,https://dblp.org/pers/hd/p/Pfenning:Frank,unknown
157,Stephen D. Brookes,1.0,0.3,Carnegie Mellon University,http://www.cs.cmu.edu/~brookes,https://dblp.org/pers/hd/b/Brookes:Stephen_D%3D,unknown
158,Randal E. Bryant,1.0,0.1,Carnegie Mellon University,http://www.cs.cmu.edu/~bryant,https://dblp.org/pers/hd/b/Bryant:Randal_E%3D,unknown
159,Michael A. Erdmann,1.0,0.1,Carnegie Mellon University,http://www.cs.cmu.edu/~me,https://dblp.org/pers/hd/e/Erdmann:Michael_A%3D,unknown
160,Rayid Ghani,1.0,0.3,Carnegie Mellon University,http://www.rayidghani.com,https://dblp.org/pers/hd/g/Ghani:Rayid,unknown
161,Bruce H. Krogh,1.0,0.2,Carnegie Mellon University,https://www.ece.cmu.edu/directory/details/89,https://dblp.org/pers/hd/k/Krogh:Bruce_H%3D,unknown
162,Jack Mostow,1.0,0.5,Carnegie Mellon University,http://www.cs.cmu.edu/~mostow,https://dblp.org/pers/hd/m/Mostow:Jack,unknown
163,Priya Narasimhan,1.0,0.2,Carnegie Mellon University,http://www.cs.cmu.edu/~priya,https://dblp.org/pers/hd/n/Narasimhan:Priya,unknown
164,Dana S. Scott,1.0,0.2,Carnegie Mellon University,http://www.cs.cmu.edu/~scott,https://dblp.org/pers/hd/s/Scott:Dana_S%3D,unknown
165,John C. Stamper,1.0,0.3,Carnegie Mellon University,https://www.hcii.cmu.edu/people/john-stamper,https://dblp.org/pers/hd/s/Stamper:John_C%3D,unknown
0,Jiawei Han,106.0,19.8,Univ of Illinois at UrbanaChampaign,http://hanj.cs.illinois.edu,https://dblp.org/pers/hd/h/Han_0001:Jiawei,nlp
0,Jiawei Han,106.0,19.8,Univ of Illinois at UrbanaChampaign,http://hanj.cs.illinois.edu,https://dblp.org/pers/hd/h/Han_0001:Jiawei,web
0,Jiawei Han,106.0,19.8,Univ of Illinois at UrbanaChampaign,http://hanj.cs.illinois.edu,https://dblp.org/pers/hd/h/Han_0001:Jiawei,ir
1,Alexander G Schwing,95.0,26.3,Univ of Illinois at UrbanaChampaign,http://www.alexander-schwing.de,https://dblp.org/pers/hd/s/Schwing:Alexander_G%3D,vision
1,Alexander G Schwing,95.0,26.3,Univ of Illinois at UrbanaChampaign,http://www.alexander-schwing.de,https://dblp.org/pers/hd/s/Schwing:Alexander_G%3D,ml
2,Heng Ji,93.0,20.7,Univ of Illinois at UrbanaChampaign,http://blender.cs.illinois.edu/hengji.html,https://dblp.org/pers/hd/j/Ji:Heng,nlp
3,Bo Li,66.0,12.8,Univ of Illinois at UrbanaChampaign,http://boli.cs.illinois.edu,https://dblp.org/pers/hd/l/Li_0026:Bo,ml
4,Josep Torrellas,58.0,14.3,Univ of Illinois at UrbanaChampaign,http://iacoma.cs.uiuc.edu/josep/torrellas.html,https://dblp.org/pers/hd/t/Torrellas:Josep,arch
5,Kris Hauser,47.0,20.7,Univ of Illinois at UrbanaChampaign,http://cs.illinois.edu/directory/profile/kkhauser,https://dblp.org/pers/hd/h/Hauser:Kris,robotics
6,Jimeng Sun,44.0,9.2,Univ of Illinois at UrbanaChampaign,http://sunlab.org,https://dblp.org/pers/hd/s/Sun:Jimeng,ai
7,Nam Sung Kim,41.0,8.2,Univ of Illinois at UrbanaChampaign,https://fast.ece.illinois.edu,https://dblp.org/pers/hd/k/Kim:Nam_Sung,arch
8,Nancy M Amato,39.0,10.5,Univ of Illinois at UrbanaChampaign,https://parasollab.web.illinois.edu/people/amato,https://dblp.org/pers/hd/a/Amato:Nancy_M%3D,robotics
9,Gang Wang,38.0,8.0,Univ of Illinois at UrbanaChampaign,http://people.cs.vt.edu/gangwang,https://dblp.org/pers/hd/w/Wang_0011:Gang,security
10,Arindam Banerjee,37.0,13.7,Univ of Illinois at UrbanaChampaign,https://arindam.cs.illinois.edu,https://dblp.org/pers/hd/b/Banerjee_0001:Arindam,ml
11,Shenlong Wang,37.0,7.6,Univ of Illinois at UrbanaChampaign,http://shenlong.web.illinois.edu,https://dblp.org/pers/hd/w/Wang:Shenlong,vision
12,Christopher W Fletcher,35.0,6.8,Univ of Illinois at UrbanaChampaign,http://cwfletcher.net,https://dblp.org/pers/hd/f/Fletcher:Christopher_W%3D,arch
13,Jian Peng,34.0,7.9,Univ of Illinois at UrbanaChampaign,http://jianpeng.web.engr.illinois.edu,https://dblp.org/pers/hd/p/Peng_0001:Jian,ml
14,Hanghang Tong,34.0,7.7,Univ of Illinois at UrbanaChampaign,http://tonghanghang.org,https://dblp.org/pers/hd/t/Tong:Hanghang,web
14,Hanghang Tong,34.0,7.7,Univ of Illinois at UrbanaChampaign,http://tonghanghang.org,https://dblp.org/pers/hd/t/Tong:Hanghang,ir
14,Hanghang Tong,34.0,7.7,Univ of Illinois at UrbanaChampaign,http://tonghanghang.org,https://dblp.org/pers/hd/t/Tong:Hanghang,ai
15,Han Zhao,33.0,8.8,Univ of Illinois at UrbanaChampaign,https://hanzhaoml.github.io,https://dblp.org/pers/hd/z/Zhao_0002:Han,ml
16,Romit Roy Choudhury,33.0,9.0,Univ of Illinois at UrbanaChampaign,http://croy.web.engr.illinois.edu,https://dblp.org/pers/hd/c/Choudhury:Romit_Roy,mobile
17,WenMei W Hwu,33.0,5.3,Univ of Illinois at UrbanaChampaign,https://www.ece.illinois.edu/directory/profile/w-hwu,https://dblp.org/pers/hd/h/Hwu:Wen%3DMei_W%3D,arch
17,WenMei W Hwu,33.0,5.3,Univ of Illinois at UrbanaChampaign,https://www.ece.illinois.edu/directory/profile/w-hwu,https://dblp.org/pers/hd/h/Hwu:Wen%3DMei_W%3D,hpc
18,Derek Hoiem,32.0,9.9,Univ of Illinois at UrbanaChampaign,http://dhoiem.cs.illinois.edu,https://dblp.org/pers/hd/h/Hoiem:Derek,vision
19,Tianyin Xu,32.0,5.0,Univ of Illinois at UrbanaChampaign,https://tianyin.github.io,https://dblp.org/pers/hd/x/Xu:Tianyin,os
20,Tarek F Abdelzaher,31.0,4.7,Univ of Illinois at UrbanaChampaign,http://web.engr.illinois.edu/~zaher,https://dblp.org/pers/hd/a/Abdelzaher:Tarek_F%3D,embedded
20,Tarek F Abdelzaher,31.0,4.7,Univ of Illinois at UrbanaChampaign,http://web.engr.illinois.edu/~zaher,https://dblp.org/pers/hd/a/Abdelzaher:Tarek_F%3D,web
20,Tarek F Abdelzaher,31.0,4.7,Univ of Illinois at UrbanaChampaign,http://web.engr.illinois.edu/~zaher,https://dblp.org/pers/hd/a/Abdelzaher:Tarek_F%3D,ir
20,Tarek F Abdelzaher,31.0,4.7,Univ of Illinois at UrbanaChampaign,http://web.engr.illinois.edu/~zaher,https://dblp.org/pers/hd/a/Abdelzaher:Tarek_F%3D,hci
21,Deming Chen,30.0,6.0,Univ of Illinois at UrbanaChampaign,https://www.ece.illinois.edu/directory/profile/dchen,https://dblp.org/pers/hd/c/Chen:Deming,eda
22,David A Forsyth,30.0,9.6,Univ of Illinois at UrbanaChampaign,http://luthuli.cs.uiuc.edu/~daf,https://dblp.org/pers/hd/f/Forsyth:David_A%3D,vision
23,YuXiong Wang,30.0,8.9,Univ of Illinois at UrbanaChampaign,https://yxw.web.illinois.edu,https://dblp.org/pers/hd/w/Wang:Yu%3DXiong,vision
24,Karrie Karahalios,29.0,6.6,Univ of Illinois at UrbanaChampaign,https://cs.illinois.edu/directory/profile/kkarahal,https://dblp.org/pers/hd/k/Karahalios:Karrie,hci
25,Oluwasanmi Koyejo,29.0,7.9,Univ of Illinois at UrbanaChampaign,http://sanmi.cs.illinois.edu,https://dblp.org/pers/hd/k/Koyejo:Oluwasanmi,ml
26,Saurabh Gupta,28.0,6.4,Univ of Illinois at UrbanaChampaign,http://saurabhg.web.illinois.edu,https://dblp.org/pers/hd/g/Gupta_0001:Saurabh,vision
27,Svetlana Lazebnik,28.0,8.5,Univ of Illinois at UrbanaChampaign,http://slazebni.cs.illinois.edu,https://dblp.org/pers/hd/l/Lazebnik:Svetlana,vision
28,ChengXiang Zhai,28.0,7.5,Univ of Illinois at UrbanaChampaign,http://czhai.cs.illinois.edu,https://dblp.org/pers/hd/z/Zhai:ChengXiang,web
28,ChengXiang Zhai,28.0,7.5,Univ of Illinois at UrbanaChampaign,http://czhai.cs.illinois.edu,https://dblp.org/pers/hd/z/Zhai:ChengXiang,ir
29,Timothy Bretl,26.0,8.9,Univ of Illinois at UrbanaChampaign,http://bretl.csl.illinois.edu,https://dblp.org/pers/hd/b/Bretl:Timothy,robotics
30,Dakshita Khurana,25.0,7.7,Univ of Illinois at UrbanaChampaign,https://www.dakshitakhurana.com,https://dblp.org/pers/hd/k/Khurana:Dakshita,crypto
31,Mahesh Viswanathan,24.0,7.1,Univ of Illinois at UrbanaChampaign,http://vmahesh.cs.illinois.edu,https://dblp.org/pers/hd/v/Viswanathan_0001:Mahesh,logic
32,Saugata Ghose,24.0,3.0,Univ of Illinois at UrbanaChampaign,https://ghose.web.illinois.edu,https://dblp.org/pers/hd/g/Ghose:Saugata,arch
33,Lingming Zhang,24.0,5.7,Univ of Illinois at UrbanaChampaign,http://lingming.cs.illinois.edu,https://dblp.org/pers/hd/z/Zhang:Lingming,se
34,Kirill Levchenko,23.0,3.7,Univ of Illinois at UrbanaChampaign,http://klevchen.ece.illinois.edu,https://dblp.org/pers/hd/l/Levchenko:Kirill,security
35,Adam Bates,21.0,4.1,Univ of Illinois at UrbanaChampaign,http://adambates.org,https://dblp.org/pers/hd/b/Bates_0001:Adam,security
36,Nan Jiang,21.0,5.9,Univ of Illinois at UrbanaChampaign,http://nanjiang.cs.illinois.edu,https://dblp.org/pers/hd/j/Jiang_0008:Nan,ml
37,Kevin ChenChuan Chang,21.0,4.7,Univ of Illinois at UrbanaChampaign,https://cs.illinois.edu/directory/profile/kcchang,https://dblp.org/pers/hd/c/Chang:Kevin_Chen%3DChuan,web
37,Kevin ChenChuan Chang,21.0,4.7,Univ of Illinois at UrbanaChampaign,https://cs.illinois.edu/directory/profile/kcchang,https://dblp.org/pers/hd/c/Chang:Kevin_Chen%3DChuan,ir
37,Kevin ChenChuan Chang,21.0,4.7,Univ of Illinois at UrbanaChampaign,https://cs.illinois.edu/directory/profile/kcchang,https://dblp.org/pers/hd/c/Chang:Kevin_Chen%3DChuan,db
38,Ling Ren,20.0,5.3,Univ of Illinois at UrbanaChampaign,https://sites.google.com/view/renling,https://dblp.org/pers/hd/r/Ren_0001:Ling,security
39,Jian Huang,20.0,4.6,Univ of Illinois at UrbanaChampaign,http://jianh.web.engr.illinois.edu,https://dblp.org/pers/hd/h/Huang_0006:Jian,arch
40,Timothy M Chan,20.0,11.1,Univ of Illinois at UrbanaChampaign,http://tmc.web.engr.illinois.edu,https://dblp.org/pers/hd/c/Chan:Timothy_M%3D,theory
41,Chandra Chekuri,20.0,9.7,Univ of Illinois at UrbanaChampaign,http://chekuri.cs.illinois.edu,https://dblp.org/pers/hd/c/Chekuri:Chandra,theory
42,Jingrui He,19.0,5.4,Univ of Illinois at UrbanaChampaign,https://www.hejingrui.org,https://dblp.org/pers/hd/h/He:Jingrui,ai
43,Steven M LaValle,19.0,6.4,Univ of Illinois at UrbanaChampaign,http://oulu.cs.illinois.edu,https://dblp.org/pers/hd/l/LaValle:Steven_M%3D,robotics
44,Darko Marinov,19.0,3.7,Univ of Illinois at UrbanaChampaign,http://mir.cs.illinois.edu,https://dblp.org/pers/hd/m/Marinov:Darko,se
45,Ruta Mehta,19.0,6.2,Univ of Illinois at UrbanaChampaign,https://cs.illinois.edu/directory/profile/rutameht,https://dblp.org/pers/hd/m/Mehta:Ruta,theory
45,Ruta Mehta,19.0,6.2,Univ of Illinois at UrbanaChampaign,https://cs.illinois.edu/directory/profile/rutameht,https://dblp.org/pers/hd/m/Mehta:Ruta,ecom
46,Rakesh Kumar,18.0,4.7,Univ of Illinois at UrbanaChampaign,https://www.ece.illinois.edu/directory/profile/rakeshk,https://dblp.org/pers/hd/k/Kumar_0002:Rakesh,arch
46,Rakesh Kumar,18.0,4.7,Univ of Illinois at UrbanaChampaign,https://www.ece.illinois.edu/directory/profile/rakeshk,https://dblp.org/pers/hd/k/Kumar_0002:Rakesh,eda
47,Laxmikant V Kal,18.0,5.3,Univ of Illinois at UrbanaChampaign,http://charm.cs.uiuc.edu/~kale,https://dblp.org/pers/hd/k/Kal=eacute=:Laxmikant_V%3D,hpc
48,Brighten Godfrey,17.0,3.9,Univ of Illinois at UrbanaChampaign,http://pbg.cs.illinois.edu,https://dblp.org/pers/hd/g/Godfrey:Brighten,networks
49,P Madhusudan,17.0,4.7,Univ of Illinois at UrbanaChampaign,http://madhu.cs.illinois.edu,https://dblp.org/pers/hd/m/Madhusudan:P%3D,pl
49,P Madhusudan,17.0,4.7,Univ of Illinois at UrbanaChampaign,http://madhu.cs.illinois.edu,https://dblp.org/pers/hd/m/Madhusudan:P%3D,logic
50,Gagandeep Singh,16.0,4.0,Univ of Illinois at UrbanaChampaign,https://ggndpsngh.github.io,https://dblp.org/pers/hd/s/Singh_0001:Gagandeep,pl
50,Gagandeep Singh,16.0,4.0,Univ of Illinois at UrbanaChampaign,https://ggndpsngh.github.io,https://dblp.org/pers/hd/s/Singh_0001:Gagandeep,ml
51,Carl A Gunter,16.0,3.0,Univ of Illinois at UrbanaChampaign,http://web.engr.illinois.edu/~cgunter,https://dblp.org/pers/hd/g/Gunter:Carl_A%3D,security
52,Matus Telgarsky,16.0,7.1,Univ of Illinois at UrbanaChampaign,http://mjt.cs.illinois.edu,https://dblp.org/pers/hd/t/Telgarsky:Matus,ml
53,Ranjitha Kumar,15.0,3.1,Univ of Illinois at UrbanaChampaign,https://cs.illinois.edu/directory/profile/ranjitha,https://dblp.org/pers/hd/k/Kumar:Ranjitha,hci
54,Sasa Misailovic,15.0,3.5,Univ of Illinois at UrbanaChampaign,http://illinois.edu/calendar/detail/2568/32614650,https://dblp.org/pers/hd/m/Misailovic:Sasa,pl
54,Sasa Misailovic,15.0,3.5,Univ of Illinois at UrbanaChampaign,http://illinois.edu/calendar/detail/2568/32614650,https://dblp.org/pers/hd/m/Misailovic:Sasa,se
55,Lui Sha,15.0,3.0,Univ of Illinois at UrbanaChampaign,https://cs.illinois.edu/directory/profile/lrs,https://dblp.org/pers/hd/s/Sha:Lui,embedded
56,Saurabh Sinha,15.0,3.2,Univ of Illinois at UrbanaChampaign,http://www.sinhalab.net/sinha-s-home,https://dblp.org/pers/hd/s/Sinha:Saurabh,eda
56,Saurabh Sinha,15.0,3.2,Univ of Illinois at UrbanaChampaign,http://www.sinhalab.net/sinha-s-home,https://dblp.org/pers/hd/s/Sinha:Saurabh,se
57,Deepak Vasisht,15.0,3.8,Univ of Illinois at UrbanaChampaign,https://deepakvasisht.com,https://dblp.org/pers/hd/v/Vasisht:Deepak,networks
58,WaiTat Fu,14.0,4.7,Univ of Illinois at UrbanaChampaign,http://web.engr.illinois.edu/~wfu,https://dblp.org/pers/hd/f/Fu:Wai%3DTat,hci
59,Mark HasegawaJohnson,14.0,2.9,Univ of Illinois at UrbanaChampaign,http://www.ifp.illinois.edu/~hasegawa,https://dblp.org/pers/hd/h/Hasegawa=Johnson:Mark,ml
60,Andrew Miller,13.0,2.5,Univ of Illinois at UrbanaChampaign,http://soc1024.ece.illinois.edu,https://dblp.org/pers/hd/m/Miller_0001:Andrew,security
61,Brian P Bailey,13.0,3.0,Univ of Illinois at UrbanaChampaign,https://cs.illinois.edu/directory/profile/bpbailey,https://dblp.org/pers/hd/b/Bailey:Brian_P%3D,hci
62,Marco Caccamo,13.0,2.6,Univ of Illinois at UrbanaChampaign,http://pertsserver.cs.uiuc.edu/~mcaccamo,https://dblp.org/pers/hd/c/Caccamo:Marco,embedded
63,Grigore Rosu,13.0,4.3,Univ of Illinois at UrbanaChampaign,https://fsl.cs.illinois.edu/people/grigore-rosu,https://dblp.org/pers/hd/r/Rosu:Grigore,pl
63,Grigore Rosu,13.0,4.3,Univ of Illinois at UrbanaChampaign,https://fsl.cs.illinois.edu/people/grigore-rosu,https://dblp.org/pers/hd/r/Rosu:Grigore,logic
64,Sayan Mitra,12.0,2.9,Univ of Illinois at UrbanaChampaign,http://mitras.ece.illinois.edu,https://dblp.org/pers/hd/m/Mitra:Sayan,logic
64,Sayan Mitra,12.0,2.9,Univ of Illinois at UrbanaChampaign,http://mitras.ece.illinois.edu,https://dblp.org/pers/hd/m/Mitra:Sayan,embedded
65,Sariel HarPeled,11.0,4.8,Univ of Illinois at UrbanaChampaign,https://cs.illinois.edu/directory/profile/sariel,https://dblp.org/pers/hd/h/Har=Peled:Sariel,theory
66,Julia Hockenmaier,11.0,3.5,Univ of Illinois at UrbanaChampaign,http://juliahmr.cs.illinois.edu,https://dblp.org/pers/hd/h/Hockenmaier:Julia,nlp
66,Julia Hockenmaier,11.0,3.5,Univ of Illinois at UrbanaChampaign,http://juliahmr.cs.illinois.edu,https://dblp.org/pers/hd/h/Hockenmaier:Julia,vision
67,Ravishankar K Iyer,11.0,2.0,Univ of Illinois at UrbanaChampaign,https://www.ece.illinois.edu/directory/profile/rkiyer,https://dblp.org/pers/hd/i/Iyer:Ravishankar_K%3D,ml
68,Daniel Kang,11.0,2.5,Univ of Illinois at UrbanaChampaign,https://ddkang.github.io,https://dblp.org/pers/hd/k/Kang:Daniel,db
69,Olgica Milenkovic,11.0,4.0,Univ of Illinois at UrbanaChampaign,https://www.ece.illinois.edu/directory/profile/milenkov,https://dblp.org/pers/hd/m/Milenkovic:Olgica,ml
70,Sarita V Adve,10.0,2.9,Univ of Illinois at UrbanaChampaign,http://rsim.cs.illinois.edu/~sadve,https://dblp.org/pers/hd/a/Adve:Sarita_V%3D,arch
71,Vikram S Adve,10.0,2.2,Univ of Illinois at UrbanaChampaign,https://vikram.cs.illinois.edu,https://dblp.org/pers/hd/a/Adve:Vikram_S%3D,arch
72,Radhika Mittal,10.0,2.0,Univ of Illinois at UrbanaChampaign,http://radhikam.web.illinois.edu,https://dblp.org/pers/hd/m/Mittal:Radhika,networks
73,Yang Wang,9.0,2.3,Univ of Illinois at UrbanaChampaign,https://yangwang.ischool.illinois.edu,https://dblp.org/pers/hd/w/Wang_0005:Yang,hci
74,Michael A Forbes,9.0,4.4,Univ of Illinois at UrbanaChampaign,http://miforbes.cs.illinois.edu,https://dblp.org/pers/hd/f/Forbes:Michael_A%3D,theory
75,Marc Snir,9.0,2.3,Univ of Illinois at UrbanaChampaign,http://snir.cs.illinois.edu,https://dblp.org/pers/hd/s/Snir:Marc,hpc
76,Shobha Vasudevan,9.0,2.5,Univ of Illinois at UrbanaChampaign,http://faculty.ece.illinois.edu/shobhav,https://dblp.org/pers/hd/v/Vasudevan:Shobha,eda
77,Jeff Erickson,8.0,2.5,Univ of Illinois at UrbanaChampaign,http://jeffe.cs.illinois.edu,https://dblp.org/pers/hd/e/Erickson_0001:Jeff,theory
78,Lav R Varshney,8.0,1.9,Univ of Illinois at UrbanaChampaign,http://varshney.web.engr.illinois.edu,https://dblp.org/pers/hd/v/Varshney:Lav_R%3D,ml
78,Lav R Varshney,8.0,1.9,Univ of Illinois at UrbanaChampaign,http://varshney.web.engr.illinois.edu,https://dblp.org/pers/hd/v/Varshney:Lav_R%3D,ai
79,Reyhaneh Jabbarvand Behrouz,7.0,2.2,Univ of Illinois at UrbanaChampaign,http://reyhaneh.cs.illinois.edu,https://dblp.org/pers/hd/b/Behrouz:Reyhaneh_Jabbarvand,se
80,Nikita Borisov,7.0,1.4,Univ of Illinois at UrbanaChampaign,https://www.ece.illinois.edu/directory/profile/nikita,https://dblp.org/pers/hd/b/Borisov:Nikita,security
81,Karthekeyan Chandrasekaran,7.0,2.6,Univ of Illinois at UrbanaChampaign,http://karthik.ise.illinois.edu,https://dblp.org/pers/hd/c/Chandrasekaran:Karthekeyan,theory
82,Mohammed ElKebir,7.0,2.3,Univ of Illinois at UrbanaChampaign,http://www.el-kebir.net,https://dblp.org/pers/hd/e/El=Kebir:Mohammed,comp
82,Mohammed ElKebir,7.0,2.3,Univ of Illinois at UrbanaChampaign,http://www.el-kebir.net,https://dblp.org/pers/hd/e/El=Kebir:Mohammed,bio
83,Indranil Gupta,7.0,1.5,Univ of Illinois at UrbanaChampaign,http://indy.cs.illinois.edu,https://dblp.org/pers/hd/g/Gupta:Indranil,ml
83,Indranil Gupta,7.0,1.5,Univ of Illinois at UrbanaChampaign,http://indy.cs.illinois.edu,https://dblp.org/pers/hd/g/Gupta:Indranil,db
84,Klara Nahrstedt,7.0,2.1,Univ of Illinois at UrbanaChampaign,https://cs.illinois.edu/directory/profile/klara,https://dblp.org/pers/hd/n/Nahrstedt:Klara,hci
85,Elahe Soltanaghai,7.0,1.6,Univ of Illinois at UrbanaChampaign,https://elahe.web.illinois.edu,https://dblp.org/pers/hd/s/Soltanaghai:Elahe,mobile
85,Elahe Soltanaghai,7.0,1.6,Univ of Illinois at UrbanaChampaign,https://elahe.web.illinois.edu,https://dblp.org/pers/hd/s/Soltanaghai:Elahe,hci
86,Hari Sundaram,7.0,1.6,Univ of Illinois at UrbanaChampaign,http://sundaram.cs.illinois.edu,https://dblp.org/pers/hd/s/Sundaram:Hari,web
86,Hari Sundaram,7.0,1.6,Univ of Illinois at UrbanaChampaign,http://sundaram.cs.illinois.edu,https://dblp.org/pers/hd/s/Sundaram:Hari,ir
87,Ramnatthan Alagappan,6.0,1.1,Univ of Illinois at UrbanaChampaign,https://ramalagappan.github.io,https://dblp.org/pers/hd/a/Alagappan:Ramnatthan,os
88,Aishwarya Ganesan,6.0,1.1,Univ of Illinois at UrbanaChampaign,https://aishwaryaganesan.github.io,https://dblp.org/pers/hd/g/Ganesan:Aishwarya,os
89,YihChun Hu,6.0,1.4,Univ of Illinois at UrbanaChampaign,https://www.ece.illinois.edu/directory/profile/yihchun,https://dblp.org/pers/hd/h/Hu:Yih%3DChun,security
90,Charith Mendis,6.0,1.4,Univ of Illinois at UrbanaChampaign,https://charithmendis.com,https://dblp.org/pers/hd/m/Mendis:Charith,ml
90,Charith Mendis,6.0,1.4,Univ of Illinois at UrbanaChampaign,https://charithmendis.com,https://dblp.org/pers/hd/m/Mendis:Charith,arch
90,Charith Mendis,6.0,1.4,Univ of Illinois at UrbanaChampaign,https://charithmendis.com,https://dblp.org/pers/hd/m/Mendis:Charith,pl
91,Yongjoo Park,6.0,1.6,Univ of Illinois at UrbanaChampaign,https://yongjoopark.com,https://dblp.org/pers/hd/p/Park:Yongjoo,db
92,Tandy J Warnow,6.0,2.3,Univ of Illinois at UrbanaChampaign,https://tandy.cs.illinois.edu,https://dblp.org/pers/hd/w/Warnow:Tandy_J%3D,comp
92,Tandy J Warnow,6.0,2.3,Univ of Illinois at UrbanaChampaign,https://tandy.cs.illinois.edu,https://dblp.org/pers/hd/w/Warnow:Tandy_J%3D,bio
93,Roy H Campbell,5.0,0.9,Univ of Illinois at UrbanaChampaign,http://cs.illinois.edu/directory/profile/rhc,https://dblp.org/pers/hd/c/Campbell:Roy_H%3D,metrics
94,William Gropp,5.0,1.4,Univ of Illinois at UrbanaChampaign,http://wgropp.cs.illinois.edu,https://dblp.org/pers/hd/g/Gropp:William,hpc
95,Craig B Zilles,5.0,1.8,Univ of Illinois at UrbanaChampaign,http://zilles.cs.illinois.edu,https://dblp.org/pers/hd/z/Zilles:Craig_B%3D,arch
95,Craig B Zilles,5.0,1.8,Univ of Illinois at UrbanaChampaign,http://zilles.cs.illinois.edu,https://dblp.org/pers/hd/z/Zilles:Craig_B%3D,hci
96,Lawrence Rauchwerger,4.0,1.4,Univ of Illinois at UrbanaChampaign,https://parasollab.web.illinois.edu/people/rwerger,https://dblp.org/pers/hd/r/Rauchwerger:Lawrence,hpc
97,Paris Smaragdis,4.0,1.4,Univ of Illinois at UrbanaChampaign,http://paris.cs.illinois.edu,https://dblp.org/pers/hd/s/Smaragdis:Paris,ml
97,Paris Smaragdis,4.0,1.4,Univ of Illinois at UrbanaChampaign,http://paris.cs.illinois.edu,https://dblp.org/pers/hd/s/Smaragdis:Paris,hci
98,Yun Huang,2.0,0.5,Univ of Illinois at UrbanaChampaign,https://ischool.illinois.edu/people/yun-huang,https://dblp.org/pers/hd/h/Huang_0003:Yun,hci
99,Gul A. Agha,2.0,0.8,Univ of Illinois at UrbanaChampaign,https://cs.illinois.edu/directory/profile/agha,https://dblp.org/pers/hd/a/Agha:Gul_A%3D,unknown
100,Geir E. Dullerud,2.0,0.3,Univ of Illinois at UrbanaChampaign,https://mechanical.illinois.edu/directory/faculty/dullerud,https://dblp.org/pers/hd/d/Dullerud:Geir_E%3D,unknown
101,Mani Golparvar Fard,2.0,0.5,Univ of Illinois at UrbanaChampaign,http://cee.illinois.edu/directory/profile/mgolpar,https://dblp.org/pers/hd/f/Fard:Mani_Golparvar,vision
